embedding_base,variant,index_type,query_order,semantic_score_at10,functional_score_at10,memory_score_at10,mss_at10
MPNet,dinamico,IVF,89,2.5,2.5,2.5,2.5
MPNet,dinamico,IVF,90,4.1,4.1,4.1,4.1
MPNet,dinamico,IVF,91,2.3,2.3,2.3,2.3
MPNet,dinamico,IVF,92,2.9,2.9,2.9,2.9
MPNet,dinamico,IVF,93,4.1,4.1,4.1,4.1
MPNet,dinamico,IVF,94,2.8,2.6,2.8,2.8
MPNet,dinamico,IVF,95,3.6,3.6,3.6,3.6
MPNet,dinamico,IVF,96,3.3,3.2,3.3,3.3
MPNet,dinamico,IVF,97,2.9,2.9,2.9,2.9
MPNet,dinamico,IVF,98,1.7,1.7,1.7,1.7
MPNet,dinamico,IVF,99,4.0,4.0,4.0,4.0
MPNet,dinamico,IVFPQ,0,3.5,3.5,3.5,3.5
MPNet,dinamico,IVFPQ,1,3.3,3.3,3.3,3.3
MPNet,dinamico,IVFPQ,2,3.9,3.9,3.9,3.9
MPNet,dinamico,IVFPQ,3,3.7,3.7,3.7,3.7
MPNet,dinamico,IVFPQ,4,2.9,2.9,2.9,2.9
MPNet,dinamico,IVFPQ,5,3.6,3.5,3.5,3.5
MPNet,dinamico,IVFPQ,6,5.0,5.0,5.0,5.0
MPNet,dinamico,IVFPQ,7,2.5,2.5,2.5,2.5
MPNet,dinamico,IVFPQ,8,2.8,2.8,2.8,2.8
MPNet,dinamico,IVFPQ,9,3.0,2.4,3.0,3.0
MPNet,dinamico,IVFPQ,10,4.3,4.3,4.3,4.3
MPNet,dinamico,IVFPQ,11,4.9,4.8,4.8,4.8
MPNet,dinamico,IVFPQ,12,2.7,2.3,2.7,2.7
MPNet,dinamico,IVFPQ,13,4.1,3.6,3.6,3.6
MPNet,dinamico,IVFPQ,14,3.5,3.5,3.5,3.5
MPNet,dinamico,IVFPQ,15,3.9,3.8,3.8,3.8
MPNet,dinamico,IVFPQ,16,3.1,3.0,3.0,3.0
MPNet,dinamico,IVFPQ,17,3.2,3.2,3.2,3.2
MPNet,dinamico,IVFPQ,18,3.8,3.6,3.8,3.8
MPNet,dinamico,IVFPQ,19,2.9,2.9,2.9,2.9
MPNet,dinamico,IVFPQ,20,4.0,4.0,4.0,4.0
MPNet,dinamico,IVFPQ,21,3.2,3.2,3.2,3.2
MPNet,dinamico,IVFPQ,22,2.3,2.3,2.3,2.3
MPNet,dinamico,IVFPQ,23,4.3,4.3,4.3,4.3
MPNet,dinamico,IVFPQ,24,1.9,1.9,1.9,1.9
MPNet,dinamico,IVFPQ,25,3.1,3.1,3.1,3.1
MPNet,dinamico,IVFPQ,26,2.7,2.7,2.7,2.7
MPNet,dinamico,IVFPQ,27,3.6,3.5,3.6,3.6
MPNet,dinamico,IVFPQ,28,3.5,3.5,3.5,3.5
MPNet,dinamico,IVFPQ,29,2.1,2.1,2.1,2.1
MPNet,dinamico,IVFPQ,30,3.0,3.0,3.0,3.0
MPNet,dinamico,IVFPQ,31,2.1,2.1,2.1,2.1
MPNet,dinamico,IVFPQ,32,4.4,4.4,4.0,4.4
MPNet,dinamico,IVFPQ,33,2.3,2.4,2.3,2.3
MPNet,dinamico,IVFPQ,34,2.0,2.0,2.0,2.0
MPNet,dinamico,IVFPQ,35,2.6,2.6,2.6,2.6
MPNet,dinamico,IVFPQ,36,3.1,3.1,3.1,3.1
MPNet,dinamico,IVFPQ,37,2.5,2.5,2.5,2.5
MPNet,dinamico,IVFPQ,38,2.6,2.6,2.6,2.6
MPNet,dinamico,IVFPQ,39,3.7,3.7,3.7,3.7
MPNet,dinamico,IVFPQ,40,2.8,2.8,2.8,2.8
MPNet,dinamico,IVFPQ,41,5.0,5.0,5.0,5.0
MPNet,dinamico,IVFPQ,42,3.3,3.3,3.3,3.3
MPNet,dinamico,IVFPQ,43,3.8,3.8,3.8,3.8
MPNet,dinamico,IVFPQ,44,4.2,3.2,3.2,3.5
MPNet,dinamico,IVFPQ,45,3.2,3.2,3.2,3.2
MPNet,dinamico,IVFPQ,46,2.7,2.7,2.7,2.7
MPNet,dinamico,IVFPQ,47,3.8,3.8,3.8,3.8
MPNet,dinamico,IVFPQ,48,3.0,3.0,3.0,3.0
MPNet,dinamico,IVFPQ,49,3.4,3.4,3.4,3.4
MPNet,dinamico,IVFPQ,50,3.5,3.5,3.5,3.5
MPNet,dinamico,IVFPQ,51,2.6,2.6,2.6,2.6
MPNet,dinamico,IVFPQ,52,3.4,3.4,3.4,3.4
MPNet,dinamico,IVFPQ,53,3.0,3.0,3.0,3.0
MPNet,dinamico,IVFPQ,54,2.3,1.4,1.4,1.4
MPNet,dinamico,IVFPQ,55,2.3,2.3,2.3,2.3
MPNet,dinamico,IVFPQ,56,3.6,3.5,3.0,3.5
MPNet,dinamico,IVFPQ,57,2.3,2.3,2.3,2.3
MPNet,dinamico,IVFPQ,58,1.4,1.4,1.4,1.4
MPNet,dinamico,IVFPQ,59,2.7,2.7,2.7,2.7
MPNet,dinamico,IVFPQ,60,3.2,3.2,3.2,3.2
MPNet,dinamico,IVFPQ,61,3.6,3.6,3.6,3.6
MPNet,dinamico,IVFPQ,62,3.4,3.4,3.4,3.4
MPNet,dinamico,IVFPQ,63,2.1,2.1,2.1,2.1
MPNet,dinamico,IVFPQ,64,2.7,2.7,2.7,2.7
MPNet,dinamico,IVFPQ,65,3.7,3.5,3.7,3.7
MPNet,dinamico,IVFPQ,66,3.0,3.0,3.0,3.0
MPNet,dinamico,IVFPQ,67,3.7,3.7,3.5,3.7
MPNet,dinamico,IVFPQ,68,3.7,3.0,3.0,3.0
MPNet,dinamico,IVFPQ,69,2.9,2.9,2.9,2.9
MPNet,dinamico,IVFPQ,70,3.7,3.7,3.7,3.7
MPNet,dinamico,IVFPQ,71,2.9,2.9,2.9,2.9
MPNet,dinamico,IVFPQ,72,4.9,4.9,4.9,4.9
MPNet,dinamico,IVFPQ,73,2.6,2.6,2.6,2.6
MPNet,dinamico,IVFPQ,74,4.4,4.4,4.4,4.4
MPNet,dinamico,IVFPQ,75,4.0,4.0,4.0,4.0
MPNet,dinamico,IVFPQ,76,2.8,2.8,2.8,2.8
MPNet,dinamico,IVFPQ,77,3.5,3.5,3.5,3.5
MPNet,dinamico,IVFPQ,78,3.6,3.6,3.3,3.6
MPNet,dinamico,IVFPQ,79,2.8,2.8,2.8,2.8
MPNet,dinamico,IVFPQ,80,3.6,3.6,3.6,3.6
MPNet,dinamico,IVFPQ,81,3.1,3.1,3.1,3.1
MPNet,dinamico,IVFPQ,82,3.7,3.7,3.7,3.7
MPNet,dinamico,IVFPQ,83,2.0,2.0,2.0,2.0
MPNet,dinamico,IVFPQ,84,3.0,3.0,3.0,3.0
MPNet,dinamico,IVFPQ,85,5.0,5.0,5.0,5.0
MPNet,dinamico,IVFPQ,86,3.5,3.5,3.5,3.5
MPNet,dinamico,IVFPQ,87,2.3,2.3,2.3,2.3
MPNet,dinamico,IVFPQ,88,3.6,3.6,3.6,3.6
MPNet,dinamico,IVFPQ,89,2.5,2.5,2.5,2.5
MPNet,dinamico,IVFPQ,90,3.4,3.4,3.4,3.4
MPNet,dinamico,IVFPQ,91,3.1,3.1,3.1,3.1
MPNet,dinamico,IVFPQ,92,3.2,3.2,3.2,3.2
MPNet,dinamico,IVFPQ,93,3.2,3.2,3.2,3.2
MPNet,dinamico,IVFPQ,94,3.6,3.5,3.6,3.6
MPNet,dinamico,IVFPQ,95,3.6,3.3,3.3,3.3
MPNet,dinamico,IVFPQ,96,4.1,4.1,4.1,4.1
MPNet,dinamico,IVFPQ,97,3.2,3.2,3.2,3.2
MPNet,dinamico,IVFPQ,98,1.8,1.8,1.8,1.8
MPNet,dinamico,IVFPQ,99,2.7,2.7,2.7,2.7
MPNet,estatico,HNSW,0,2.9,2.9,2.9,2.9
MPNet,estatico,HNSW,1,3.4,3.4,3.4,3.4
MPNet,estatico,HNSW,2,3.4,3.4,3.4,3.4
MPNet,estatico,HNSW,3,3.2,3.2,3.2,3.2
MPNet,estatico,HNSW,4,4.4,4.4,4.4,4.4
MPNet,estatico,HNSW,5,3.3,3.3,3.3,3.3
MPNet,estatico,HNSW,6,5.0,5.0,5.0,5.0
MPNet,estatico,HNSW,7,3.9,3.9,3.9,3.9
MPNet,estatico,HNSW,8,3.9,3.9,3.9,3.9
MPNet,estatico,HNSW,9,3.9,3.9,3.9,3.9
MPNet,estatico,HNSW,10,3.2,3.2,3.2,3.2
MPNet,estatico,HNSW,11,4.2,4.2,4.2,4.2
MPNet,estatico,HNSW,12,2.9,2.9,2.9,2.9
MPNet,estatico,HNSW,13,2.5,2.8,2.5,2.5
MPNet,estatico,HNSW,14,4.2,4.2,4.2,4.2
MPNet,estatico,HNSW,15,3.5,3.4,3.4,3.4
MPNet,estatico,HNSW,16,2.9,2.9,2.9,2.9
MPNet,estatico,HNSW,17,3.2,3.2,3.2,3.2
MPNet,estatico,HNSW,18,2.5,2.5,2.5,2.5
MPNet,estatico,HNSW,19,3.2,3.2,3.2,3.2
MPNet,estatico,HNSW,20,3.9,3.9,3.9,3.9
MPNet,estatico,HNSW,21,2.2,2.2,2.2,2.2
MPNet,estatico,HNSW,22,3.5,3.5,3.5,3.5
MPNet,estatico,HNSW,23,4.4,4.4,4.4,4.4
MPNet,estatico,HNSW,24,4.4,4.4,4.4,4.4
MPNet,estatico,HNSW,25,2.9,2.9,2.9,2.9
MPNet,estatico,HNSW,26,2.9,3.5,2.9,2.9
MPNet,estatico,HNSW,27,3.8,3.8,3.8,3.8
MPNet,estatico,HNSW,28,3.5,3.5,3.5,3.5
MPNet,estatico,HNSW,29,3.6,3.6,3.6,3.6
MPNet,estatico,HNSW,30,2.3,2.3,2.3,2.3
MPNet,estatico,HNSW,31,2.9,2.9,2.9,2.9
MPNet,estatico,HNSW,32,4.2,4.2,4.2,4.2
MPNet,estatico,HNSW,33,4.0,4.1,4.0,4.0
MPNet,estatico,HNSW,34,1.6,1.6,1.6,1.6
MPNet,estatico,HNSW,35,1.8,1.8,1.8,1.8
MPNet,estatico,HNSW,36,3.9,3.9,3.9,3.9
MPNet,estatico,HNSW,37,3.5,3.5,3.5,3.5
MPNet,estatico,HNSW,38,2.3,2.3,2.3,2.3
MPNet,estatico,HNSW,39,1.8,1.8,1.8,1.8
MPNet,estatico,HNSW,40,2.9,2.9,2.9,2.9
MPNet,estatico,HNSW,41,5.0,5.0,5.0,5.0
MPNet,estatico,HNSW,42,4.0,4.0,4.0,4.0
MPNet,estatico,HNSW,43,3.5,3.5,3.5,3.5
MPNet,estatico,HNSW,44,3.0,3.0,3.0,3.0
MPNet,estatico,HNSW,45,4.7,4.7,4.7,4.7
MPNet,estatico,HNSW,46,3.3,3.5,3.3,3.3
MPNet,estatico,HNSW,47,3.7,3.7,3.7,3.7
MPNet,estatico,HNSW,48,4.5,4.5,4.3,4.5
MPNet,estatico,HNSW,49,3.0,3.0,3.0,3.0
MPNet,estatico,HNSW,50,2.5,2.5,2.5,2.5
MPNet,estatico,HNSW,51,3.0,3.0,3.0,3.0
MPNet,estatico,HNSW,52,3.7,3.7,3.7,3.7
MPNet,estatico,HNSW,53,3.7,3.7,3.7,3.7
MPNet,estatico,HNSW,54,3.5,3.5,3.5,3.5
MPNet,estatico,HNSW,55,4.7,4.7,4.7,4.7
MPNet,estatico,HNSW,56,3.8,3.8,3.8,3.8
MPNet,estatico,HNSW,57,2.3,2.3,2.3,2.3
MPNet,estatico,HNSW,58,3.8,3.8,3.8,3.8
MPNet,estatico,HNSW,59,3.1,4.1,3.1,3.1
MPNet,estatico,HNSW,60,3.2,3.2,3.2,3.2
MPNet,estatico,HNSW,61,3.8,3.8,3.8,3.8
MPNet,estatico,HNSW,62,3.0,3.0,3.0,3.0
MPNet,estatico,HNSW,63,3.6,3.6,3.6,3.6
MPNet,estatico,HNSW,64,3.7,3.7,3.7,3.7
MPNet,estatico,HNSW,65,3.0,3.0,3.0,3.0
MPNet,estatico,HNSW,66,2.5,2.5,2.5,2.5
MPNet,estatico,HNSW,67,3.0,3.0,3.0,3.0
MPNet,estatico,HNSW,68,2.7,2.7,2.7,2.7
MPNet,estatico,HNSW,69,1.5,1.5,1.5,1.5
MPNet,estatico,HNSW,70,4.2,4.2,4.2,4.2
MPNet,estatico,HNSW,71,4.2,4.2,4.2,4.2
MPNet,estatico,HNSW,72,5.0,5.0,5.0,5.0
MPNet,estatico,HNSW,73,4.1,4.1,4.1,4.1
MPNet,estatico,HNSW,74,3.9,3.9,3.9,3.9
MPNet,estatico,HNSW,75,2.3,2.3,2.3,2.3
MPNet,estatico,HNSW,76,3.1,3.2,3.1,3.1
MPNet,estatico,HNSW,77,3.2,3.2,3.2,3.2
MPNet,estatico,HNSW,78,1.5,1.5,1.5,1.5
MPNet,estatico,HNSW,79,3.6,3.6,3.6,3.6
MPNet,estatico,HNSW,80,3.6,3.6,3.6,3.6
MPNet,estatico,HNSW,81,3.9,3.9,3.9,3.9
MPNet,estatico,HNSW,82,3.4,3.4,3.4,3.4
MPNet,estatico,HNSW,83,1.6,1.6,1.6,1.6
MPNet,estatico,HNSW,84,3.4,3.4,3.4,3.4
MPNet,estatico,HNSW,85,5.0,5.0,5.0,5.0
MPNet,estatico,HNSW,86,2.7,2.7,2.7,2.7
MPNet,estatico,HNSW,87,3.8,3.8,3.8,3.8
MPNet,estatico,HNSW,88,3.9,3.9,3.9,3.9
MPNet,estatico,HNSW,89,1.8,1.8,1.8,1.8
MPNet,estatico,HNSW,90,3.2,3.2,3.2,3.2
MPNet,estatico,HNSW,91,3.0,3.0,3.0,3.0
MPNet,estatico,HNSW,92,3.3,3.3,3.3,3.3
MPNet,estatico,HNSW,93,2.8,2.8,2.8,2.8
MPNet,estatico,HNSW,94,3.0,3.0,3.0,3.0
MPNet,estatico,HNSW,95,3.3,3.3,3.3,3.3
MPNet,estatico,HNSW,96,3.3,3.3,3.3,3.3
MPNet,estatico,HNSW,97,4.9,4.9,4.9,4.9
MPNet,estatico,HNSW,98,2.8,2.8,2.8,2.8
MPNet,estatico,HNSW,99,3.4,3.4,3.4,3.4
MPNet,estatico,IVF,0,2.9,2.9,2.9,2.9
MPNet,estatico,IVF,1,3.4,3.4,3.4,3.4
MPNet,estatico,IVF,2,3.4,3.4,3.4,3.4
MPNet,estatico,IVF,3,3.2,3.2,3.2,3.2
MPNet,estatico,IVF,4,4.6,4.6,4.6,4.6
MPNet,estatico,IVF,5,3.3,3.3,3.3,3.3
MPNet,estatico,IVF,6,5.0,5.0,5.0,5.0
MPNet,estatico,IVF,7,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,8,4.0,4.0,4.0,4.0
MPNet,estatico,IVF,9,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,10,3.2,3.2,3.2,3.2
MPNet,estatico,IVF,11,4.0,4.0,4.0,4.0
MPNet,estatico,IVF,12,3.1,3.1,3.1,3.1
MPNet,estatico,IVF,13,3.0,3.3,3.0,3.0
MPNet,estatico,IVF,14,4.2,4.2,4.2,4.2
MPNet,estatico,IVF,15,3.5,3.4,3.4,3.4
MPNet,estatico,IVF,16,2.5,2.5,2.5,2.5
MPNet,estatico,IVF,17,3.0,3.0,3.0,3.0
MPNet,estatico,IVF,18,2.5,2.8,2.5,2.5
MPNet,estatico,IVF,19,3.2,3.2,3.2,3.2
MPNet,estatico,IVF,20,3.9,3.9,3.9,3.9
MPNet,estatico,IVF,21,2.2,2.2,2.2,2.2
