embedding_base,variant,index_type,query_order,semantic_score_at10,functional_score_at10,memory_score_at10,mss_at10
Dialog2Flow,dinamico,IVFPQ,12,2.3,2.3,2.3,2.3
Dialog2Flow,dinamico,IVFPQ,13,3.9,3.8,3.8,3.8
Dialog2Flow,dinamico,IVFPQ,14,3.1,3.1,3.1,3.1
Dialog2Flow,dinamico,IVFPQ,15,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,16,3.6,3.6,3.6,3.6
Dialog2Flow,dinamico,IVFPQ,17,2.9,2.9,2.9,2.9
Dialog2Flow,dinamico,IVFPQ,18,4.8,4.9,4.8,4.8
Dialog2Flow,dinamico,IVFPQ,19,2.8,2.8,2.8,2.8
Dialog2Flow,dinamico,IVFPQ,20,4.2,4.2,4.2,4.2
Dialog2Flow,dinamico,IVFPQ,21,2.8,2.8,2.8,2.8
Dialog2Flow,dinamico,IVFPQ,22,4.0,4.0,4.0,4.0
Dialog2Flow,dinamico,IVFPQ,23,4.2,4.2,3.9,4.2
Dialog2Flow,dinamico,IVFPQ,24,4.7,4.7,4.7,4.7
Dialog2Flow,dinamico,IVFPQ,25,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,26,3.3,3.3,3.3,3.3
Dialog2Flow,dinamico,IVFPQ,27,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,28,3.6,3.6,3.6,3.6
Dialog2Flow,dinamico,IVFPQ,29,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,30,3.6,3.6,3.6,3.6
Dialog2Flow,dinamico,IVFPQ,31,3.5,3.5,3.5,3.5
Dialog2Flow,dinamico,IVFPQ,32,3.1,3.1,3.1,3.1
Dialog2Flow,dinamico,IVFPQ,33,3.8,3.8,3.8,3.8
Dialog2Flow,dinamico,IVFPQ,34,4.1,4.1,4.1,4.1
Dialog2Flow,dinamico,IVFPQ,35,3.9,3.9,3.9,3.9
Dialog2Flow,dinamico,IVFPQ,36,2.9,2.8,2.9,2.9
Dialog2Flow,dinamico,IVFPQ,37,3.3,3.3,3.3,3.3
Dialog2Flow,dinamico,IVFPQ,38,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,39,3.5,3.5,3.5,3.5
Dialog2Flow,dinamico,IVFPQ,40,1.9,1.9,1.9,1.9
Dialog2Flow,dinamico,IVFPQ,41,5.0,5.0,5.0,5.0
Dialog2Flow,dinamico,IVFPQ,42,3.8,3.8,3.8,3.8
Dialog2Flow,dinamico,IVFPQ,43,3.5,3.5,3.5,3.5
Dialog2Flow,dinamico,IVFPQ,44,3.9,3.9,3.9,3.9
Dialog2Flow,dinamico,IVFPQ,45,5.0,5.0,5.0,5.0
Dialog2Flow,dinamico,IVFPQ,46,3.3,3.3,3.3,3.3
Dialog2Flow,dinamico,IVFPQ,47,4.0,4.0,4.0,4.0
Dialog2Flow,dinamico,IVFPQ,48,3.9,3.9,3.2,3.9
Dialog2Flow,dinamico,IVFPQ,49,3.7,3.7,3.7,3.7
Dialog2Flow,dinamico,IVFPQ,50,3.8,3.8,3.8,3.8
Dialog2Flow,dinamico,IVFPQ,51,3.6,3.3,2.6,3.3
Dialog2Flow,dinamico,IVFPQ,52,3.2,3.2,3.1,3.2
Dialog2Flow,dinamico,IVFPQ,53,3.8,3.8,3.8,3.8
Dialog2Flow,dinamico,IVFPQ,54,1.8,1.8,1.8,1.8
Dialog2Flow,dinamico,IVFPQ,55,4.5,4.5,4.5,4.5
Dialog2Flow,dinamico,IVFPQ,56,4.6,4.6,4.6,4.6
Dialog2Flow,dinamico,IVFPQ,57,3.4,3.5,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,58,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,59,2.8,2.8,2.8,2.8
Dialog2Flow,dinamico,IVFPQ,60,3.8,3.8,3.8,3.8
Dialog2Flow,dinamico,IVFPQ,61,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,62,3.3,3.3,3.3,3.3
Dialog2Flow,dinamico,IVFPQ,63,3.0,3.0,3.0,3.0
Dialog2Flow,dinamico,IVFPQ,64,4.1,4.1,4.1,4.1
Dialog2Flow,dinamico,IVFPQ,65,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,66,3.6,4.3,3.6,3.6
Dialog2Flow,dinamico,IVFPQ,67,3.0,3.0,3.0,3.0
Dialog2Flow,dinamico,IVFPQ,68,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,69,3.0,2.9,2.6,2.9
Dialog2Flow,dinamico,IVFPQ,70,4.1,4.1,4.1,4.1
Dialog2Flow,dinamico,IVFPQ,71,4.1,4.1,4.1,4.1
Dialog2Flow,dinamico,IVFPQ,72,5.0,5.0,5.0,5.0
Dialog2Flow,dinamico,IVFPQ,73,4.3,4.3,4.3,4.3
Dialog2Flow,dinamico,IVFPQ,74,4.9,4.9,4.9,4.9
Dialog2Flow,dinamico,IVFPQ,75,3.5,3.5,3.5,3.5
Dialog2Flow,dinamico,IVFPQ,76,2.5,2.5,2.5,2.5
Dialog2Flow,dinamico,IVFPQ,77,3.2,3.2,3.2,3.2
Dialog2Flow,dinamico,IVFPQ,78,4.2,4.1,4.0,4.2
Dialog2Flow,dinamico,IVFPQ,79,3.7,3.7,3.7,3.7
Dialog2Flow,dinamico,IVFPQ,80,2.9,2.9,2.9,2.9
Dialog2Flow,dinamico,IVFPQ,81,2.5,2.5,2.5,2.5
Dialog2Flow,dinamico,IVFPQ,82,3.8,3.8,3.8,3.8
Dialog2Flow,dinamico,IVFPQ,83,1.8,1.8,1.8,1.8
Dialog2Flow,dinamico,IVFPQ,84,4.1,4.1,4.1,4.1
Dialog2Flow,dinamico,IVFPQ,85,5.0,5.0,5.0,5.0
Dialog2Flow,dinamico,IVFPQ,86,3.4,3.4,3.4,3.4
Dialog2Flow,dinamico,IVFPQ,87,4.5,4.5,4.5,4.5
Dialog2Flow,dinamico,IVFPQ,88,3.9,3.9,3.9,3.9
Dialog2Flow,dinamico,IVFPQ,89,5.0,5.0,5.0,5.0
Dialog2Flow,dinamico,IVFPQ,90,4.0,4.0,4.0,4.0
Dialog2Flow,dinamico,IVFPQ,91,2.7,2.7,2.7,2.7
Dialog2Flow,dinamico,IVFPQ,92,3.0,3.0,3.0,3.0
Dialog2Flow,dinamico,IVFPQ,93,3.6,3.6,3.6,3.6
Dialog2Flow,dinamico,IVFPQ,94,2.9,2.8,2.9,2.9
Dialog2Flow,dinamico,IVFPQ,95,3.3,3.3,3.3,3.3
Dialog2Flow,dinamico,IVFPQ,96,3.7,3.7,3.7,3.7
Dialog2Flow,dinamico,IVFPQ,97,4.0,4.0,4.0,4.0
Dialog2Flow,dinamico,IVFPQ,98,2.4,2.4,2.4,2.4
Dialog2Flow,dinamico,IVFPQ,99,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,HNSW,0,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,HNSW,1,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,HNSW,2,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,HNSW,3,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,HNSW,4,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,HNSW,5,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,HNSW,6,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,HNSW,7,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,HNSW,8,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,HNSW,9,3.8,4.2,3.8,3.8
Dialog2Flow,estatico,HNSW,10,4.6,4.6,4.6,4.6
Dialog2Flow,estatico,HNSW,11,4.3,4.3,4.3,4.3
Dialog2Flow,estatico,HNSW,12,2.0,2.0,2.0,2.0
Dialog2Flow,estatico,HNSW,13,3.0,3.1,3.0,3.0
Dialog2Flow,estatico,HNSW,14,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,HNSW,15,3.0,2.9,2.9,2.9
Dialog2Flow,estatico,HNSW,16,4.1,4.1,4.1,4.1
Dialog2Flow,estatico,HNSW,17,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,HNSW,18,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,HNSW,19,3.4,3.4,3.4,3.4
Dialog2Flow,estatico,HNSW,20,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,HNSW,21,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,HNSW,22,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,HNSW,23,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,HNSW,24,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,HNSW,25,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,HNSW,26,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,HNSW,27,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,HNSW,28,3.9,3.9,3.9,3.9
Dialog2Flow,estatico,HNSW,29,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,HNSW,30,3.1,3.1,3.1,3.1
Dialog2Flow,estatico,HNSW,31,2.6,2.6,2.6,2.6
Dialog2Flow,estatico,HNSW,32,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,HNSW,33,3.7,4.0,3.7,3.7
Dialog2Flow,estatico,HNSW,34,2.1,2.1,2.1,2.1
Dialog2Flow,estatico,HNSW,35,2.0,2.0,2.0,2.0
Dialog2Flow,estatico,HNSW,36,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,HNSW,37,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,HNSW,38,4.1,4.1,4.1,4.1
Dialog2Flow,estatico,HNSW,39,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,HNSW,40,2.6,2.6,2.6,2.6
Dialog2Flow,estatico,HNSW,41,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,HNSW,42,3.5,3.5,3.5,3.5
Dialog2Flow,estatico,HNSW,43,3.4,3.4,3.4,3.4
Dialog2Flow,estatico,HNSW,44,3.1,3.7,3.1,3.1
Dialog2Flow,estatico,HNSW,45,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,HNSW,46,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,HNSW,47,3.8,3.9,3.8,3.8
Dialog2Flow,estatico,HNSW,48,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,HNSW,49,3.8,3.8,3.8,3.8
Dialog2Flow,estatico,HNSW,50,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,HNSW,51,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,HNSW,52,3.0,3.0,3.0,3.0
Dialog2Flow,estatico,HNSW,53,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,HNSW,54,4.5,4.5,4.5,4.5
Dialog2Flow,estatico,HNSW,55,4.2,4.2,4.2,4.2
Dialog2Flow,estatico,HNSW,56,4.1,4.1,4.1,4.1
Dialog2Flow,estatico,HNSW,57,2.2,2.2,2.2,2.2
Dialog2Flow,estatico,HNSW,58,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,HNSW,59,3.6,4.6,4.6,3.6
Dialog2Flow,estatico,HNSW,60,2.4,2.4,2.4,2.4
Dialog2Flow,estatico,HNSW,61,3.3,3.3,3.3,3.3
Dialog2Flow,estatico,HNSW,62,2.8,2.8,2.8,2.8
Dialog2Flow,estatico,HNSW,63,4.0,4.0,4.0,4.0
Dialog2Flow,estatico,HNSW,64,3.6,3.6,3.6,3.6
Dialog2Flow,estatico,HNSW,65,2.9,3.1,2.9,2.9
Dialog2Flow,estatico,HNSW,66,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,HNSW,67,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,HNSW,68,2.7,2.7,2.7,2.7
Dialog2Flow,estatico,HNSW,69,1.9,1.9,1.9,1.9
Dialog2Flow,estatico,HNSW,70,2.9,2.9,2.9,2.9
Dialog2Flow,estatico,HNSW,71,4.7,4.7,4.7,4.7
Dialog2Flow,estatico,HNSW,72,5.0,5.0,5.0,5.0
Dialog2Flow,estatico,HNSW,73,3.2,3.2,3.2,3.2
Dialog2Flow,estatico,HNSW,74,4.7,4.7,4.7,4.7
