embedding_base,index_type,query_order,dynamic,static,delta_dynamic_static,dynamic_better,static_better,tie
Dialog2Flow,IVF,47,3.9,3.8,0.10000000000000009,True,False,False
Dialog2Flow,IVF,48,3.7,3.0,0.7000000000000002,True,False,False
Dialog2Flow,IVF,49,3.5,3.3,0.20000000000000018,True,False,False
Dialog2Flow,IVF,50,3.6,3.3,0.30000000000000027,True,False,False
Dialog2Flow,IVF,51,3.6,3.2,0.3999999999999999,True,False,False
Dialog2Flow,IVF,52,3.2,3.1,0.10000000000000009,True,False,False
Dialog2Flow,IVF,53,4.0,4.0,0.0,False,False,True
Dialog2Flow,IVF,54,1.4,4.5,-3.1,False,True,False
Dialog2Flow,IVF,55,4.9,4.8,0.10000000000000053,True,False,False
Dialog2Flow,IVF,56,4.4,4.1,0.3000000000000007,True,False,False
Dialog2Flow,IVF,57,3.6,2.4,1.2000000000000002,True,False,False
Dialog2Flow,IVF,58,3.7,3.2,0.5,True,False,False
Dialog2Flow,IVF,59,3.4,3.8,-0.3999999999999999,False,True,False
Dialog2Flow,IVF,60,4.1,2.4,1.6999999999999997,True,False,False
Dialog2Flow,IVF,61,3.2,3.3,-0.09999999999999964,False,True,False
Dialog2Flow,IVF,62,3.6,2.8,0.8000000000000003,True,False,False
Dialog2Flow,IVF,63,3.0,3.8,-0.7999999999999998,False,True,False
Dialog2Flow,IVF,64,4.0,3.5,0.5,True,False,False
Dialog2Flow,IVF,65,3.3,2.9,0.3999999999999999,True,False,False
Dialog2Flow,IVF,66,2.9,2.5,0.3999999999999999,True,False,False
Dialog2Flow,IVF,67,3.7,3.0,0.7000000000000002,True,False,False
Dialog2Flow,IVF,68,3.2,3.0,0.20000000000000018,True,False,False
Dialog2Flow,IVF,69,3.1,1.9,1.2000000000000002,True,False,False
Dialog2Flow,IVF,70,4.5,2.8,1.7000000000000002,True,False,False
Dialog2Flow,IVF,71,4.3,4.3,0.0,False,False,True
Dialog2Flow,IVF,72,5.0,5.0,0.0,False,False,True
Dialog2Flow,IVF,73,4.2,3.2,1.0,True,False,False
Dialog2Flow,IVF,74,5.0,4.7,0.2999999999999998,True,False,False
Dialog2Flow,IVF,75,3.7,2.5,1.2000000000000002,True,False,False
Dialog2Flow,IVF,76,3.1,2.9,0.20000000000000018,True,False,False
Dialog2Flow,IVF,77,3.5,3.6,-0.10000000000000009,False,True,False
Dialog2Flow,IVF,78,3.9,2.4,1.5,True,False,False
Dialog2Flow,IVF,79,3.6,3.8,-0.19999999999999973,False,True,False
Dialog2Flow,IVF,80,3.4,3.5,-0.10000000000000009,False,True,False
Dialog2Flow,IVF,81,2.7,3.9,-1.1999999999999997,False,True,False
Dialog2Flow,IVF,82,3.7,2.9,0.8000000000000003,True,False,False
Dialog2Flow,IVF,83,2.0,1.7,0.30000000000000004,True,False,False
Dialog2Flow,IVF,84,3.8,3.5,0.2999999999999998,True,False,False
Dialog2Flow,IVF,85,5.0,5.0,0.0,False,False,True
Dialog2Flow,IVF,86,3.6,3.2,0.3999999999999999,True,False,False
Dialog2Flow,IVF,87,4.3,4.3,0.0,False,False,True
Dialog2Flow,IVF,88,3.7,3.7,0.0,False,False,True
Dialog2Flow,IVF,89,4.8,2.5,2.3,True,False,False
Dialog2Flow,IVF,90,4.0,3.2,0.7999999999999998,True,False,False
Dialog2Flow,IVF,91,2.9,3.5,-0.6000000000000001,False,True,False
Dialog2Flow,IVF,92,2.9,3.3,-0.3999999999999999,False,True,False
Dialog2Flow,IVF,93,3.6,2.8,0.8000000000000003,True,False,False
Dialog2Flow,IVF,94,3.3,2.6,0.6999999999999997,True,False,False
Dialog2Flow,IVF,95,3.4,2.9,0.5,True,False,False
Dialog2Flow,IVF,96,3.5,4.0,-0.5,False,True,False
Dialog2Flow,IVF,97,4.1,4.0,0.09999999999999964,True,False,False
Dialog2Flow,IVF,98,2.1,2.6,-0.5,False,True,False
Dialog2Flow,IVF,99,3.7,3.5,0.20000000000000018,True,False,False
Dialog2Flow,IVFPQ,0,3.6,2.4,1.2000000000000002,True,False,False
Dialog2Flow,IVFPQ,1,3.5,2.9,0.6000000000000001,True,False,False
Dialog2Flow,IVFPQ,2,3.7,3.5,0.20000000000000018,True,False,False
Dialog2Flow,IVFPQ,3,3.2,2.4,0.8000000000000003,True,False,False
Dialog2Flow,IVFPQ,4,2.4,3.9,-1.5,False,True,False
Dialog2Flow,IVFPQ,5,2.8,2.7,0.09999999999999964,True,False,False
Dialog2Flow,IVFPQ,6,5.0,5.0,0.0,False,False,True
Dialog2Flow,IVFPQ,7,4.2,4.7,-0.5,False,True,False
Dialog2Flow,IVFPQ,8,3.9,4.1,-0.19999999999999973,False,True,False
Dialog2Flow,IVFPQ,9,3.6,3.5,0.10000000000000009,True,False,False
Dialog2Flow,IVFPQ,10,4.2,4.6,-0.39999999999999947,False,True,False
Dialog2Flow,IVFPQ,11,4.3,4.3,0.0,False,False,True
Dialog2Flow,IVFPQ,12,2.3,1.8,0.4999999999999998,True,False,False
Dialog2Flow,IVFPQ,13,3.8,2.0,1.7999999999999998,True,False,False
Dialog2Flow,IVFPQ,14,3.1,2.9,0.20000000000000018,True,False,False
Dialog2Flow,IVFPQ,15,3.4,3.1,0.2999999999999998,True,False,False
Dialog2Flow,IVFPQ,16,3.6,3.8,-0.19999999999999973,False,True,False
Dialog2Flow,IVFPQ,17,2.9,4.0,-1.1,False,True,False
Dialog2Flow,IVFPQ,18,4.8,2.9,1.9,True,False,False
Dialog2Flow,IVFPQ,19,2.8,3.9,-1.1,False,True,False
Dialog2Flow,IVFPQ,20,4.2,2.9,1.3000000000000003,True,False,False
Dialog2Flow,IVFPQ,21,2.8,2.6,0.19999999999999973,True,False,False
Dialog2Flow,IVFPQ,22,4.0,3.0,1.0,True,False,False
Dialog2Flow,IVFPQ,23,4.2,3.3,0.9000000000000004,True,False,False
Dialog2Flow,IVFPQ,24,4.7,3.8,0.9000000000000004,True,False,False
Dialog2Flow,IVFPQ,25,3.4,3.6,-0.20000000000000018,False,True,False
Dialog2Flow,IVFPQ,26,3.3,3.7,-0.40000000000000036,False,True,False
Dialog2Flow,IVFPQ,27,3.4,3.7,-0.30000000000000027,False,True,False
Dialog2Flow,IVFPQ,28,3.6,3.7,-0.10000000000000009,False,True,False
Dialog2Flow,IVFPQ,29,3.4,3.0,0.3999999999999999,True,False,False
Dialog2Flow,IVFPQ,30,3.6,2.7,0.8999999999999999,True,False,False
Dialog2Flow,IVFPQ,31,3.5,3.1,0.3999999999999999,True,False,False
Dialog2Flow,IVFPQ,32,3.1,3.5,-0.3999999999999999,False,True,False
Dialog2Flow,IVFPQ,33,3.8,4.0,-0.20000000000000018,False,True,False
Dialog2Flow,IVFPQ,34,4.1,1.8,2.3,True,False,False
Dialog2Flow,IVFPQ,35,3.9,2.0,1.9,True,False,False
Dialog2Flow,IVFPQ,36,2.9,3.4,-0.5,False,True,False
Dialog2Flow,IVFPQ,37,3.3,2.5,0.7999999999999998,True,False,False
Dialog2Flow,IVFPQ,38,3.4,3.7,-0.30000000000000027,False,True,False
Dialog2Flow,IVFPQ,39,3.5,2.3,1.2000000000000002,True,False,False
Dialog2Flow,IVFPQ,40,1.9,2.8,-0.8999999999999999,False,True,False
Dialog2Flow,IVFPQ,41,5.0,5.0,0.0,False,False,True
Dialog2Flow,IVFPQ,42,3.8,3.0,0.7999999999999998,True,False,False
Dialog2Flow,IVFPQ,43,3.5,3.1,0.3999999999999999,True,False,False
Dialog2Flow,IVFPQ,44,3.9,3.3,0.6000000000000001,True,False,False
Dialog2Flow,IVFPQ,45,5.0,4.9,0.09999999999999964,True,False,False
Dialog2Flow,IVFPQ,46,3.3,3.8,-0.5,False,True,False
Dialog2Flow,IVFPQ,47,4.0,3.7,0.2999999999999998,True,False,False
Dialog2Flow,IVFPQ,48,3.9,3.3,0.6000000000000001,True,False,False
Dialog2Flow,IVFPQ,49,3.7,3.5,0.20000000000000018,True,False,False
Dialog2Flow,IVFPQ,50,3.8,3.0,0.7999999999999998,True,False,False
Dialog2Flow,IVFPQ,51,3.3,1.9,1.4,True,False,False
Dialog2Flow,IVFPQ,52,3.2,3.0,0.20000000000000018,True,False,False
Dialog2Flow,IVFPQ,53,3.8,3.4,0.3999999999999999,True,False,False
Dialog2Flow,IVFPQ,54,1.8,3.8,-1.9999999999999998,False,True,False
Dialog2Flow,IVFPQ,55,4.5,4.0,0.5,True,False,False
Dialog2Flow,IVFPQ,56,4.6,4.2,0.39999999999999947,True,False,False
Dialog2Flow,IVFPQ,57,3.4,1.9,1.5,True,False,False
Dialog2Flow,IVFPQ,58,3.4,3.5,-0.10000000000000009,False,True,False
Dialog2Flow,IVFPQ,59,2.8,3.0,-0.20000000000000018,False,True,False
Dialog2Flow,IVFPQ,60,3.8,2.7,1.0999999999999996,True,False,False
Dialog2Flow,IVFPQ,61,3.4,3.1,0.2999999999999998,True,False,False
Dialog2Flow,IVFPQ,62,3.3,3.3,0.0,False,False,True
Dialog2Flow,IVFPQ,63,3.0,3.8,-0.7999999999999998,False,True,False
Dialog2Flow,IVFPQ,64,4.1,3.6,0.49999999999999956,True,False,False
Dialog2Flow,IVFPQ,65,3.4,2.8,0.6000000000000001,True,False,False
Dialog2Flow,IVFPQ,66,3.6,2.5,1.1,True,False,False
Dialog2Flow,IVFPQ,67,3.0,3.0,0.0,False,False,True
Dialog2Flow,IVFPQ,68,3.4,2.8,0.6000000000000001,True,False,False
Dialog2Flow,IVFPQ,69,2.9,1.4,1.5,True,False,False
Dialog2Flow,IVFPQ,70,4.1,2.9,1.1999999999999997,True,False,False
Dialog2Flow,IVFPQ,71,4.1,4.6,-0.5,False,True,False
Dialog2Flow,IVFPQ,72,5.0,5.0,0.0,False,False,True
Dialog2Flow,IVFPQ,73,4.3,3.2,1.0999999999999996,True,False,False
Dialog2Flow,IVFPQ,74,4.9,5.0,-0.09999999999999964,False,True,False
Dialog2Flow,IVFPQ,75,3.5,1.3,2.2,True,False,False
Dialog2Flow,IVFPQ,76,2.5,2.3,0.20000000000000018,True,False,False
Dialog2Flow,IVFPQ,77,3.2,3.3,-0.09999999999999964,False,True,False
Dialog2Flow,IVFPQ,78,4.2,2.3,1.9000000000000004,True,False,False
Dialog2Flow,IVFPQ,79,3.7,4.3,-0.5999999999999996,False,True,False
Dialog2Flow,IVFPQ,80,2.9,3.7,-0.8000000000000003,False,True,False
Dialog2Flow,IVFPQ,81,2.5,3.7,-1.2000000000000002,False,True,False
Dialog2Flow,IVFPQ,82,3.8,3.1,0.6999999999999997,True,False,False
Dialog2Flow,IVFPQ,83,1.8,2.1,-0.30000000000000004,False,True,False
Dialog2Flow,IVFPQ,84,4.1,3.7,0.39999999999999947,True,False,False
Dialog2Flow,IVFPQ,85,5.0,5.0,0.0,False,False,True
Dialog2Flow,IVFPQ,86,3.4,3.0,0.3999999999999999,True,False,False
Dialog2Flow,IVFPQ,87,4.5,4.5,0.0,False,False,True
Dialog2Flow,IVFPQ,88,3.9,4.1,-0.19999999999999973,False,True,False
Dialog2Flow,IVFPQ,89,5.0,3.1,1.9,True,False,False
Dialog2Flow,IVFPQ,90,4.0,3.2,0.7999999999999998,True,False,False
Dialog2Flow,IVFPQ,91,2.7,3.3,-0.5999999999999996,False,True,False
Dialog2Flow,IVFPQ,92,3.0,3.7,-0.7000000000000002,False,True,False
Dialog2Flow,IVFPQ,93,3.6,2.5,1.1,True,False,False
Dialog2Flow,IVFPQ,94,2.9,3.1,-0.20000000000000018,False,True,False
Dialog2Flow,IVFPQ,95,3.3,2.9,0.3999999999999999,True,False,False
Dialog2Flow,IVFPQ,96,3.7,4.0,-0.2999999999999998,False,True,False
Dialog2Flow,IVFPQ,97,4.0,4.6,-0.5999999999999996,False,True,False
Dialog2Flow,IVFPQ,98,2.4,2.7,-0.30000000000000027,False,True,False
Dialog2Flow,IVFPQ,99,3.6,3.5,0.10000000000000009,True,False,False
