embedding_base,variant,index_type,query_order,semantic_score_at10,functional_score_at10,memory_score_at10,mss_at10
MiniLM,dinamico,IVF,12,3.1,3.1,3.1,3.1
MiniLM,dinamico,IVF,13,4.0,3.9,3.9,3.9
MiniLM,dinamico,IVF,14,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVF,15,4.3,4.3,4.3,4.3
MiniLM,dinamico,IVF,16,3.4,3.3,3.4,3.4
MiniLM,dinamico,IVF,17,3.4,3.4,3.4,3.4
MiniLM,dinamico,IVF,18,3.6,3.6,3.6,3.6
MiniLM,dinamico,IVF,19,2.7,2.7,2.7,2.7
MiniLM,dinamico,IVF,20,4.0,4.0,4.0,4.0
MiniLM,dinamico,IVF,21,3.2,3.2,3.2,3.2
MiniLM,dinamico,IVF,22,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVF,23,4.0,4.0,4.0,4.0
MiniLM,dinamico,IVF,24,2.2,2.2,2.2,2.2
MiniLM,dinamico,IVF,25,4.2,4.2,4.2,4.2
MiniLM,dinamico,IVF,26,3.1,3.1,3.1,3.1
MiniLM,dinamico,IVF,27,4.2,4.2,4.2,4.2
MiniLM,dinamico,IVF,28,3.8,3.8,3.8,3.8
MiniLM,dinamico,IVF,29,2.1,2.1,2.1,2.1
MiniLM,dinamico,IVF,30,3.2,3.2,3.2,3.2
MiniLM,dinamico,IVF,31,2.2,2.2,2.2,2.2
MiniLM,dinamico,IVF,32,4.5,4.4,4.4,4.4
MiniLM,dinamico,IVF,33,2.0,2.0,2.0,2.0
MiniLM,dinamico,IVF,34,2.2,2.2,2.2,2.2
MiniLM,dinamico,IVF,35,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVF,36,3.5,3.2,3.2,3.2
MiniLM,dinamico,IVF,37,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVF,38,2.8,2.8,2.8,2.8
MiniLM,dinamico,IVF,39,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVF,40,4.0,4.0,3.0,4.0
MiniLM,dinamico,IVF,41,5.0,5.0,5.0,5.0
MiniLM,dinamico,IVF,42,3.1,3.1,3.1,3.1
MiniLM,dinamico,IVF,43,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVF,44,3.8,3.3,3.1,3.3
MiniLM,dinamico,IVF,45,3.2,3.2,3.2,3.2
MiniLM,dinamico,IVF,46,2.0,2.0,2.0,2.0
MiniLM,dinamico,IVF,47,3.8,3.8,3.8,3.8
MiniLM,dinamico,IVF,48,2.7,2.7,2.7,2.7
MiniLM,dinamico,IVF,49,3.4,3.4,3.4,3.4
MiniLM,dinamico,IVF,50,3.9,3.9,3.9,3.9
MiniLM,dinamico,IVF,51,2.7,2.7,2.7,2.7
MiniLM,dinamico,IVF,52,3.0,3.0,3.0,3.0
MiniLM,dinamico,IVF,53,3.2,3.2,3.2,3.2
MiniLM,dinamico,IVF,54,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVF,55,2.6,2.5,2.5,2.5
MiniLM,dinamico,IVF,56,3.3,3.3,3.3,3.3
MiniLM,dinamico,IVF,57,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVF,58,2.8,2.8,2.8,2.8
MiniLM,dinamico,IVF,59,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVF,60,3.3,3.3,3.3,3.3
MiniLM,dinamico,IVF,61,3.6,3.6,3.6,3.6
MiniLM,dinamico,IVF,62,3.7,3.7,3.7,3.7
MiniLM,dinamico,IVF,63,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVF,64,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVF,65,3.7,3.7,3.7,3.7
MiniLM,dinamico,IVF,66,2.2,2.2,2.2,2.2
MiniLM,dinamico,IVF,67,4.2,4.2,4.2,4.2
MiniLM,dinamico,IVF,68,4.0,4.0,4.0,4.0
MiniLM,dinamico,IVF,69,2.6,2.6,2.6,2.6
MiniLM,dinamico,IVF,70,4.0,4.0,4.0,4.0
MiniLM,dinamico,IVF,71,3.0,3.0,2.9,3.0
MiniLM,dinamico,IVF,72,5.0,5.0,5.0,5.0
MiniLM,dinamico,IVF,73,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVF,74,4.6,4.6,4.6,4.6
MiniLM,dinamico,IVF,75,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVF,76,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVF,77,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVF,78,4.0,3.9,3.0,4.0
MiniLM,dinamico,IVF,79,2.8,2.8,2.8,2.8
MiniLM,dinamico,IVF,80,3.6,3.6,3.4,3.6
MiniLM,dinamico,IVF,81,3.2,3.2,3.2,3.2
MiniLM,dinamico,IVF,82,3.9,3.9,3.9,3.9
MiniLM,dinamico,IVF,83,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVF,84,3.9,3.9,3.9,3.9
MiniLM,dinamico,IVF,85,5.0,5.0,5.0,5.0
MiniLM,dinamico,IVF,86,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVF,87,2.2,2.2,2.2,2.2
MiniLM,dinamico,IVF,88,4.2,4.2,4.2,4.2
MiniLM,dinamico,IVF,89,2.5,2.5,2.5,2.5
MiniLM,dinamico,IVF,90,4.0,4.0,4.0,4.0
MiniLM,dinamico,IVF,91,2.7,2.7,2.7,2.7
MiniLM,dinamico,IVF,92,2.6,2.6,2.6,2.6
MiniLM,dinamico,IVF,93,3.8,3.8,3.8,3.8
MiniLM,dinamico,IVF,94,2.6,2.6,2.6,2.6
MiniLM,dinamico,IVF,95,3.2,3.2,3.2,3.2
MiniLM,dinamico,IVF,96,3.5,3.4,3.5,3.5
MiniLM,dinamico,IVF,97,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVF,98,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVF,99,3.6,3.6,3.6,3.6
MiniLM,dinamico,IVFPQ,0,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,1,3.2,3.2,3.2,3.2
MiniLM,dinamico,IVFPQ,2,4.0,3.9,3.9,3.9
MiniLM,dinamico,IVFPQ,3,4.0,3.9,3.9,3.9
MiniLM,dinamico,IVFPQ,4,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVFPQ,5,3.4,2.9,2.9,2.9
MiniLM,dinamico,IVFPQ,6,5.0,5.0,5.0,5.0
MiniLM,dinamico,IVFPQ,7,2.5,2.5,2.5,2.5
MiniLM,dinamico,IVFPQ,8,2.7,2.7,2.7,2.7
MiniLM,dinamico,IVFPQ,9,3.6,3.1,3.1,3.1
MiniLM,dinamico,IVFPQ,10,4.6,4.6,4.6,4.6
MiniLM,dinamico,IVFPQ,11,4.9,4.8,4.8,4.8
MiniLM,dinamico,IVFPQ,12,3.4,3.4,3.4,3.4
MiniLM,dinamico,IVFPQ,13,4.0,4.0,4.0,4.0
MiniLM,dinamico,IVFPQ,14,2.7,2.7,2.7,2.7
MiniLM,dinamico,IVFPQ,15,3.9,3.7,3.7,3.7
MiniLM,dinamico,IVFPQ,16,3.3,3.2,3.3,3.3
MiniLM,dinamico,IVFPQ,17,3.7,3.7,3.7,3.7
MiniLM,dinamico,IVFPQ,18,3.6,3.4,3.6,3.6
MiniLM,dinamico,IVFPQ,19,2.6,2.6,2.6,2.6
MiniLM,dinamico,IVFPQ,20,3.8,3.8,3.8,3.8
MiniLM,dinamico,IVFPQ,21,3.4,3.4,3.4,3.4
MiniLM,dinamico,IVFPQ,22,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,23,3.9,3.9,3.9,3.9
MiniLM,dinamico,IVFPQ,24,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVFPQ,25,4.1,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,26,3.0,2.9,3.0,3.0
MiniLM,dinamico,IVFPQ,27,3.4,3.4,3.4,3.4
MiniLM,dinamico,IVFPQ,28,3.7,3.7,3.7,3.7
MiniLM,dinamico,IVFPQ,29,2.0,2.0,2.0,2.0
MiniLM,dinamico,IVFPQ,30,3.3,3.3,3.3,3.3
MiniLM,dinamico,IVFPQ,31,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVFPQ,32,4.5,4.1,4.1,4.1
MiniLM,dinamico,IVFPQ,33,2.2,2.2,2.2,2.2
MiniLM,dinamico,IVFPQ,34,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVFPQ,35,2.8,2.8,2.8,2.8
MiniLM,dinamico,IVFPQ,36,2.9,2.8,2.8,2.8
MiniLM,dinamico,IVFPQ,37,2.5,2.5,2.5,2.5
MiniLM,dinamico,IVFPQ,38,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVFPQ,39,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,40,4.0,4.0,3.2,4.0
MiniLM,dinamico,IVFPQ,41,5.0,5.0,5.0,5.0
MiniLM,dinamico,IVFPQ,42,3.1,3.1,3.1,3.1
MiniLM,dinamico,IVFPQ,43,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,44,3.8,3.3,3.3,3.3
MiniLM,dinamico,IVFPQ,45,2.6,2.6,2.6,2.6
MiniLM,dinamico,IVFPQ,46,2.1,2.1,2.1,2.1
MiniLM,dinamico,IVFPQ,47,4.1,4.1,4.1,4.1
MiniLM,dinamico,IVFPQ,48,3.3,3.3,3.3,3.3
MiniLM,dinamico,IVFPQ,49,3.9,3.9,3.9,3.9
MiniLM,dinamico,IVFPQ,50,4.2,4.2,4.2,4.2
MiniLM,dinamico,IVFPQ,51,3.2,3.2,3.2,3.2
MiniLM,dinamico,IVFPQ,52,3.0,3.0,3.0,3.0
MiniLM,dinamico,IVFPQ,53,2.8,2.8,2.8,2.8
MiniLM,dinamico,IVFPQ,54,1.1,1.0,1.0,1.0
MiniLM,dinamico,IVFPQ,55,2.8,2.8,2.7,2.8
MiniLM,dinamico,IVFPQ,56,2.7,2.7,2.7,2.7
MiniLM,dinamico,IVFPQ,57,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVFPQ,58,2.0,2.0,2.0,2.0
MiniLM,dinamico,IVFPQ,59,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVFPQ,60,3.3,3.3,3.3,3.3
MiniLM,dinamico,IVFPQ,61,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,62,3.1,3.1,3.1,3.1
MiniLM,dinamico,IVFPQ,63,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVFPQ,64,2.7,2.7,2.7,2.7
MiniLM,dinamico,IVFPQ,65,3.7,3.7,3.7,3.7
MiniLM,dinamico,IVFPQ,66,2.2,2.2,2.2,2.2
MiniLM,dinamico,IVFPQ,67,3.8,3.8,3.2,3.8
MiniLM,dinamico,IVFPQ,68,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVFPQ,69,2.4,2.4,2.4,2.4
MiniLM,dinamico,IVFPQ,70,4.1,4.1,4.1,4.1
MiniLM,dinamico,IVFPQ,71,2.5,2.5,2.5,2.5
MiniLM,dinamico,IVFPQ,72,5.0,5.0,5.0,5.0
MiniLM,dinamico,IVFPQ,73,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVFPQ,74,4.6,4.4,4.4,4.4
MiniLM,dinamico,IVFPQ,75,3.4,3.4,3.4,3.4
MiniLM,dinamico,IVFPQ,76,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVFPQ,77,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,78,4.2,4.2,3.8,4.2
MiniLM,dinamico,IVFPQ,79,3.0,3.0,3.0,3.0
MiniLM,dinamico,IVFPQ,80,3.4,3.2,3.2,3.2
MiniLM,dinamico,IVFPQ,81,3.3,3.3,3.3,3.3
MiniLM,dinamico,IVFPQ,82,3.9,3.9,3.9,3.9
MiniLM,dinamico,IVFPQ,83,2.5,2.5,2.5,2.5
MiniLM,dinamico,IVFPQ,84,4.1,4.1,4.1,4.1
MiniLM,dinamico,IVFPQ,85,5.0,5.0,5.0,5.0
MiniLM,dinamico,IVFPQ,86,3.5,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,87,2.2,2.2,2.2,2.2
MiniLM,dinamico,IVFPQ,88,3.6,3.6,3.6,3.6
MiniLM,dinamico,IVFPQ,89,2.6,2.6,2.6,2.6
MiniLM,dinamico,IVFPQ,90,3.9,3.9,3.9,3.9
MiniLM,dinamico,IVFPQ,91,2.3,2.3,2.3,2.3
MiniLM,dinamico,IVFPQ,92,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVFPQ,93,3.6,3.6,3.6,3.6
MiniLM,dinamico,IVFPQ,94,3.6,3.5,3.5,3.5
MiniLM,dinamico,IVFPQ,95,3.8,3.8,3.8,3.8
MiniLM,dinamico,IVFPQ,96,4.1,4.1,4.1,4.1
MiniLM,dinamico,IVFPQ,97,2.9,2.9,2.9,2.9
MiniLM,dinamico,IVFPQ,98,2.0,2.0,2.1,2.0
MiniLM,dinamico,IVFPQ,99,3.0,3.0,3.0,3.0
MiniLM,estatico,HNSW,0,3.5,3.5,3.5,3.5
MiniLM,estatico,HNSW,1,2.8,2.8,2.8,2.8
MiniLM,estatico,HNSW,2,3.1,3.1,3.1,3.1
MiniLM,estatico,HNSW,3,3.6,3.5,3.5,3.5
MiniLM,estatico,HNSW,4,4.6,4.6,4.6,4.6
MiniLM,estatico,HNSW,5,3.7,3.7,3.7,3.7
MiniLM,estatico,HNSW,6,5.0,5.0,5.0,5.0
MiniLM,estatico,HNSW,7,3.3,3.3,3.3,3.3
MiniLM,estatico,HNSW,8,4.2,4.2,4.2,4.2
MiniLM,estatico,HNSW,9,3.7,3.7,3.7,3.7
MiniLM,estatico,HNSW,10,3.5,3.5,3.5,3.5
MiniLM,estatico,HNSW,11,4.3,4.3,4.3,4.3
MiniLM,estatico,HNSW,12,2.3,2.3,2.3,2.3
MiniLM,estatico,HNSW,13,3.2,3.5,3.2,3.2
MiniLM,estatico,HNSW,14,3.6,3.6,3.6,3.6
MiniLM,estatico,HNSW,15,3.5,3.4,3.4,3.4
MiniLM,estatico,HNSW,16,2.3,2.3,2.3,2.3
MiniLM,estatico,HNSW,17,3.0,3.0,3.0,3.0
MiniLM,estatico,HNSW,18,2.5,2.5,2.5,2.5
MiniLM,estatico,HNSW,19,3.4,3.4,3.4,3.4
MiniLM,estatico,HNSW,20,3.9,3.9,3.9,3.9
MiniLM,estatico,HNSW,21,2.7,2.7,2.7,2.7
MiniLM,estatico,HNSW,22,3.7,3.7,3.7,3.7
MiniLM,estatico,HNSW,23,4.0,4.0,4.0,4.0
MiniLM,estatico,HNSW,24,4.2,4.2,4.2,4.2
MiniLM,estatico,HNSW,25,2.6,2.6,2.6,2.6
MiniLM,estatico,HNSW,26,3.6,3.6,3.6,3.6
MiniLM,estatico,HNSW,27,3.9,3.9,3.9,3.9
MiniLM,estatico,HNSW,28,2.4,2.4,2.4,2.4
MiniLM,estatico,HNSW,29,3.3,3.3,3.3,3.3
MiniLM,estatico,HNSW,30,2.7,2.7,2.7,2.7
MiniLM,estatico,HNSW,31,2.9,2.9,2.9,2.9
MiniLM,estatico,HNSW,32,3.9,3.9,3.9,3.9
MiniLM,estatico,HNSW,33,3.7,4.9,3.7,3.9
MiniLM,estatico,HNSW,34,1.7,1.7,1.7,1.7
MiniLM,estatico,HNSW,35,2.7,2.7,2.7,2.7
MiniLM,estatico,HNSW,36,3.4,3.4,3.4,3.4
MiniLM,estatico,HNSW,37,3.5,3.5,3.5,3.5
MiniLM,estatico,HNSW,38,3.1,3.1,3.1,3.1
MiniLM,estatico,HNSW,39,2.4,2.4,2.4,2.4
MiniLM,estatico,HNSW,40,3.2,3.2,3.2,3.2
MiniLM,estatico,HNSW,41,5.0,5.0,5.0,5.0
MiniLM,estatico,HNSW,42,3.8,3.8,3.8,3.8
MiniLM,estatico,HNSW,43,3.4,3.9,3.4,3.4
MiniLM,estatico,HNSW,44,1.5,1.5,1.5,1.5
MiniLM,estatico,HNSW,45,3.9,3.9,3.9,3.9
MiniLM,estatico,HNSW,46,3.1,3.2,3.1,3.1
MiniLM,estatico,HNSW,47,3.5,3.5,3.5,3.5
MiniLM,estatico,HNSW,48,4.1,4.1,4.1,4.1
MiniLM,estatico,HNSW,49,3.6,3.6,3.6,3.6
MiniLM,estatico,HNSW,50,3.4,3.4,3.4,3.4
MiniLM,estatico,HNSW,51,3.1,3.1,3.1,3.1
MiniLM,estatico,HNSW,52,3.6,3.7,3.6,3.6
MiniLM,estatico,HNSW,53,4.3,4.3,3.9,4.3
MiniLM,estatico,HNSW,54,4.6,4.6,4.6,4.6
MiniLM,estatico,HNSW,55,4.0,4.9,4.9,4.0
MiniLM,estatico,HNSW,56,3.9,3.9,3.9,3.9
MiniLM,estatico,HNSW,57,2.8,2.8,2.8,2.8
MiniLM,estatico,HNSW,58,3.4,3.4,3.4,3.4
MiniLM,estatico,HNSW,59,3.4,4.2,3.4,3.4
MiniLM,estatico,HNSW,60,2.5,2.5,2.5,2.5
MiniLM,estatico,HNSW,61,3.7,3.7,3.7,3.7
MiniLM,estatico,HNSW,62,3.6,3.6,3.6,3.6
MiniLM,estatico,HNSW,63,3.6,3.6,3.6,3.6
MiniLM,estatico,HNSW,64,3.4,3.4,3.4,3.4
MiniLM,estatico,HNSW,65,3.0,3.0,3.0,3.0
MiniLM,estatico,HNSW,66,3.2,3.2,3.2,3.2
MiniLM,estatico,HNSW,67,3.0,3.0,3.0,3.0
MiniLM,estatico,HNSW,68,2.7,3.2,3.2,3.2
MiniLM,estatico,HNSW,69,1.4,1.3,1.3,1.3
MiniLM,estatico,HNSW,70,4.0,4.0,4.0,4.0
MiniLM,estatico,HNSW,71,4.8,4.8,4.8,4.8
MiniLM,estatico,HNSW,72,5.0,5.0,5.0,5.0
MiniLM,estatico,HNSW,73,4.0,4.0,4.0,4.0
MiniLM,estatico,HNSW,74,4.3,4.3,4.3,4.3
MiniLM,estatico,HNSW,75,2.9,2.9,2.9,2.9
MiniLM,estatico,HNSW,76,2.8,2.9,2.8,2.8
MiniLM,estatico,HNSW,77,2.6,2.6,2.6,2.6
MiniLM,estatico,HNSW,78,1.7,1.7,1.7,1.7
MiniLM,estatico,HNSW,79,3.5,3.5,3.5,3.5
MiniLM,estatico,HNSW,80,4.0,4.0,4.0,4.0
MiniLM,estatico,HNSW,81,3.9,3.9,3.9,3.9
MiniLM,estatico,HNSW,82,3.4,3.4,3.4,3.4
MiniLM,estatico,HNSW,83,2.4,2.4,2.4,2.4
MiniLM,estatico,HNSW,84,4.0,4.0,4.0,4.0
MiniLM,estatico,HNSW,85,5.0,5.0,5.0,5.0
MiniLM,estatico,HNSW,86,3.1,3.1,3.1,3.1
MiniLM,estatico,HNSW,87,4.3,4.3,4.3,4.3
MiniLM,estatico,HNSW,88,3.1,4.2,3.1,3.1
MiniLM,estatico,HNSW,89,3.1,3.1,3.1,3.1
MiniLM,estatico,HNSW,90,3.8,3.8,3.8,3.8
MiniLM,estatico,HNSW,91,3.5,3.5,3.5,3.5
MiniLM,estatico,HNSW,92,3.8,3.8,3.8,3.8
MiniLM,estatico,HNSW,93,2.7,2.7,2.7,2.7
MiniLM,estatico,HNSW,94,2.8,2.8,2.8,2.8
MiniLM,estatico,HNSW,95,3.3,3.3,3.3,3.3
MiniLM,estatico,HNSW,96,4.0,4.0,4.0,4.0
MiniLM,estatico,HNSW,97,4.2,4.2,4.2,4.2
MiniLM,estatico,HNSW,98,2.5,2.4,2.5,2.5
MiniLM,estatico,HNSW,99,3.6,4.1,3.6,3.6
MiniLM,estatico,IVF,0,3.5,3.5,3.5,3.5
MiniLM,estatico,IVF,1,2.8,2.8,2.8,2.8
MiniLM,estatico,IVF,2,3.0,3.0,3.0,3.0
MiniLM,estatico,IVF,3,3.6,3.5,3.5,3.5
MiniLM,estatico,IVF,4,4.4,4.4,4.4,4.4
MiniLM,estatico,IVF,5,3.7,3.7,3.7,3.7
MiniLM,estatico,IVF,6,5.0,5.0,5.0,5.0
MiniLM,estatico,IVF,7,3.1,3.1,3.1,3.1
MiniLM,estatico,IVF,8,4.0,4.0,4.0,4.0
